uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
MG,Santo Antônio do Grama,4052,68,61,9
MG,Santo Antônio do Itambé,3974,43,163,9
MG,Santo Antônio do Jacinto,9402,79,352,9
MG,Santo Antônio do Monte,19415,508,534,11
MG,Santo Antônio do Retiro,6007,51,246,9
MG,Santo Antônio do Rio Abaixo,2033,22,67,9
MG,Santo Hipólito,2819,27,71,9
MG,Santos Dumont,39074,1325,1880,13
MG,São Bento Abade,3895,70,211,9
MG,São Brás do Suaçuí,3543,67,90,9
MG,São Domingos das Dores,4834,74,106,9
MG,São Domingos do Prata,13830,263,409,11
MG,São Félix de Minas,3678,21,91,9
MG,São Francisco,40513,356,702,15
MG,São Francisco de Paula,5854,120,96,9
MG,São Francisco de Sales,4883,37,57,9
MG,São Francisco do Glória,4422,47,132,9
MG,São Geraldo,6764,140,150,9
MG,São Geraldo da Piedade,4048,56,89,9
MG,São Geraldo do Baixio,3135,18,33,9
MG,São Gonçalo do Abaeté,5047,35,45,9
MG,São Gonçalo do Pará,8326,133,194,9
MG,São Gonçalo do Rio Abaixo,10747,87,174,9
MG,São Gonçalo do Rio Preto,3033,37,81,9
MG,São Gonçalo do Sapucaí,18693,289,341,11
MG,São Gotardo,25593,791,591,13
MG,São João Batista do Glória,6152,90,121,9
MG,São João da Lagoa,4795,51,62,9
MG,São João da Mata,3223,36,96,9
MG,São João da Ponte,22659,184,577,11
MG,São João das Missões,8830,50,357,9
MG,São João Del Rei,66441,2720,4616,13
MG,São João do Manhuaçu,8711,76,122,9
MG,São João do Manteninha,5217,33,83,9
MG,São João do Oriente,7139,117,148,9
MG,São João do Pacuí,3877,23,56,9
MG,São João do Paraíso,17154,340,682,11
MG,São João Evangelista,12304,156,290,11
MG,São João Nepomuceno,20455,308,396,9
MG,São Joaquim de Bicas,19067,443,520,11
MG,São José da Barra,6294,80,132,9
MG,São José da Lapa,17272,497,635,9
MG,São José da Safira,4090,18,110,9
MG,São José da Varginha,3617,44,119,9
MG,São José do Alegre,3773,60,105,9
MG,São José do Divino,3337,19,109,9
MG,São José do Goiabal,4807,51,97,9
MG,São José do Jacuri,5197,87,186,9
MG,São José do Mantimento,2911,13,84,9
MG,São Lourenço,33042,819,1155,13
MG,São Miguel do Anta,6076,99,189,9
MG,São Pedro da União,4370,67,102,9
MG,São Pedro do Suaçuí,4646,42,81,9
MG,São Pedro dos Ferros,6942,107,160,9
MG,São Romão,7007,48,127,9
MG,São Roque de Minas,5584,80,118,9
MG,São Sebastião da Bela Vista,5268,41,108,9
MG,São Sebastião da Vargem Alegre,2438,22,46,9
MG,São Sebastião do Anta,5505,38,121,9
MG,São Sebastião do Maranhão,9121,54,235,9
MG,São Sebastião do Oeste,7103,111,130,9
MG,São Sebastião do Paraíso,50192,1421,1951,10
MG,São Sebastião do Rio Preto,1621,13,42,9
MG,São Sebastião do Rio Verde,2005,22,49,9
MG,São Thomé das Letras,4312,88,107,9
MG,São Tiago,8709,268,310,9
MG,São Tomás de Aquino,5994,84,106,9
MG,São Vicente de Minas,5809,92,126,9
MG,Sapucaí-Mirim,5491,61,97,9
MG,Sardoá,4949,82,128,9
MG,Sarzedo,19924,570,658,9
MG,Sem Peixe,3582,25,74,9
MG,Senador Amaral,5003,86,78,9
MG,Senador Cortes,2348,20,50,9
MG,Senador Firmino,6468,69,117,9
MG,Senador José Bento,2093,23,46,9
MG,Senador Modestino Gonçalves,4762,46,125,9
MG,Senhora de Oliveira,5427,100,117,9
MG,Senhora do Porto,3310,40,153,9
MG,Senhora dos Remédios,7898,78,170,9
MG,Sericita,6574,67,145,9
MG,Seritinga,1784,24,55,9
MG,Serra Azul de Minas,3834,56,154,9
MG,Serra da Saudade,959,0,22,9
MG,Serra do Salitre,8992,159,153,9
MG,Serra dos Aimorés,5786,51,156,9
MG,Serrania,6663,147,143,9
MG,Serranópolis de Minas,3917,25,94,9
MG,Serranos,1954,22,46,9
MG,Serro,16868,275,528,11
MG,Sete Lagoas,160414,8582,11446,17
MG,Setubinha,8820,78,232,9
MG,Silveirânia,2639,26,41,9
MG,Silvianópolis,4879,84,149,9
MG,Simão Pereira,2956,31,64,9
MG,Simonésia,15005,325,348,11
MG,Sobrália,4589,61,93,9
MG,Soledade de Minas,5130,79,212,9
MG,Tabuleiro,4429,61,130,9
MG,Taiobeiras,24948,342,947,13
MG,Taparuba,3156,25,95,9
MG,Tapira,4162,14,65,9
MG,Tapiraí,1676,12,25,9
MG,Taquaraçu de Minas,4479,51,93,9
MG,Tarumirim,10597,105,267,9
MG,Teixeiras,10321,183,264,9
MG,Teófilo Otoni,103283,2139,5333,19
MG,Timóteo,60900,1432,1766,15
MG,Tiradentes,6350,102,179,9
MG,Tiros,6115,103,186,9
MG,Tocantins,13309,277,399,11
MG,Tocos do Moji,3851,72,90,9
MG,Toledo,5823,73,157,9
MG,Tombos,7268,85,141,9
MG,Três Corações,55558,1955,2718,10
MG,Três Marias,23387,332,581,13
MG,Três Pontas,43408,1501,750,11
MG,Tumiritinga,5640,29,97,9
MG,Tupaciguara,19980,389,336,11
MG,Turmalina,14921,163,245,11
MG,Turvolândia,4120,95,86,9
MG,Ubá,69602,3083,3272,11
MG,Ubaí,9261,72,161,9
MG,Ubaporanga,10278,130,228,9
MG,Uberaba,224864,8384,16842,14
MG,Uberlândia,478250,19829,27683,27
MG,Umburatiba,2580,16,93,9
MG,Unaí,60274,1191,1340,15
MG,União de Minas,2932,6,22,9
MG,Uruana de Minas,3184,30,44,9
MG,Urucânia,8644,171,270,9
MG,Urucuia,7297,34,118,9
MG,Vargem Alegre,6699,67,321,9
MG,Vargem Bonita,2396,17,46,9
MG,Vargem Grande do Rio Pardo,4006,22,100,9
MG,Varginha,98489,4470,3769,15
MG,Varjão de Minas,5750,62,56,9
MG,Várzea da Palma,27595,399,513,13
MG,Varzelândia,15846,134,376,11
MG,Vazante,16375,220,480,11
MG,Verdelândia,6754,57,142,9
MG,Veredinha,4969,26,124,9
MG,Veríssimo,2932,18,38,9
MG,Vermelho Novo,4769,56,173,9
MG,Vespasiano,78443,2944,3822,17
MG,Viçosa,56025,2240,2225,15
MG,Vieiras,3334,31,89,9
MG,Virgem da Lapa,10393,85,284,9
MG,Virgínia,7378,106,224,9
MG,Virginópolis,8613,143,229,9
MG,Virgolândia,4355,44,122,9
MG,Visconde do Rio Branco,30058,782,1137,9
MG,Volta Grande,4864,35,81,9
MG,Wenceslau Braz,2990,34,79,9
