uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
PR,Rosário do Ivaí,5149,46,96,9
PR,Sabáudia,5786,145,136,9
PR,Salgado Filho,3313,39,29,9
PR,Salto do Itararé,4549,37,111,9
PR,Salto do Lontra,10841,211,122,9
PR,Santa Amélia,3258,39,47,9
PR,Santa Cecília do Pavão,3164,36,91,9
PR,Santa Cruz de Monte Castelo,6829,85,115,9
PR,Santa Fé,8539,100,206,9
PR,Santa Helena,20444,234,205,9
PR,Santa Inês,1758,15,24,9
PR,Santa Isabel do Ivaí,7268,89,112,9
PR,Santa Izabel do Oeste,8758,312,216,9
PR,Santa Lúcia,3349,30,70,9
PR,Santa Maria do Oeste,9132,64,136,9
PR,Santa Mariana,10382,156,260,9
PR,Santa Mônica,2923,18,145,9
PR,Santa Tereza do Oeste,8359,127,394,9
PR,Santa Terezinha de Itaipu,16353,387,384,9
PR,Santana do Itararé,4728,71,59,9
PR,Santo Antônio da Platina,32391,1323,1198,9
PR,Santo Antonio do Caiuá,2498,12,23,9
PR,Santo Antônio do Paraíso,2376,18,26,9
PR,Santo Antônio do Sudoeste,14644,292,188,11
PR,Santo Inácio,4653,36,87,9
PR,São Carlos do Ivaí,5248,61,85,9
PR,São Jerônimo da Serra,9166,94,471,9
PR,São João,8662,132,148,9
PR,São João do Caiuá,5008,43,103,9
PR,São João do Ivaí,9506,120,162,9
PR,São João do Triunfo,11123,218,149,9
PR,São Jorge D'Oeste,8050,90,117,9
PR,São Jorge do Ivaí,4727,43,56,9
PR,São Jorge do Patrocínio,5180,28,56,9
PR,São José da Boa Vista,4935,79,145,9
PR,São José das Palmeiras,3462,28,34,9
PR,São José dos Pinhais,170706,9857,13905,21
PR,São Manoel do Paraná,1998,9,18,9
PR,São Mateus do Sul,32779,1027,1038,9
PR,São Miguel do Iguaçu,21819,305,426,9
PR,São Pedro do Iguaçu,4933,65,99,9
PR,São Pedro do Ivaí,7494,112,170,9
PR,São Pedro do Paraná,2438,32,61,9
PR,São Sebastião da Amoreira,7132,102,196,9
PR,São Tomé,4856,73,59,9
PR,Sapopema,5520,100,135,9
PR,Sarandi,64431,3330,2510,10
PR,Saudade do Iguaçu,4828,36,46,9
PR,Sengés,14244,352,1079,11
PR,Serranópolis do Iguaçu,4328,47,67,9
PR,Sertaneja,5139,43,69,9
PR,Sertanópolis,13475,352,1239,9
PR,Siqueira Campos,16053,401,446,9
PR,Sulina,2983,22,77,9
PR,Tamarana,8245,129,381,9
PR,Tamboara,4304,69,109,9
PR,Tapejara,11942,183,183,9
PR,Tapira,4838,42,77,9
PR,Teixeira Soares,8035,120,205,9
