uf,municipio,eleitores,votosBrancos,votosNulos,vagasVeriador
SP,Ubatuba,66022,1919,1912,10
SP,Ubirajara,4312,37,77,9
SP,Uchoa,8119,167,226,9
SP,União Paulista,1882,13,16,9
SP,Urânia,6646,186,128,9
SP,Uru,1513,4,33,9
SP,Urupês,10880,246,422,9
SP,Valentim Gentil,9462,356,330,9
SP,Valinhos,86494,3852,6231,17
SP,Valparaíso,16138,216,227,11
SP,Vargem,6964,257,286,9
SP,Vargem Grande do Sul,30790,1649,895,13
SP,Vargem Grande Paulista,36126,1406,1612,9
SP,Várzea Paulista,84225,4194,6576,11
SP,Vera Cruz,8836,242,321,9
SP,Vinhedo,55051,2351,3777,13
SP,Viradouro,14089,441,621,9
SP,Vista Alegre do Alto,5411,135,72,9
SP,Vitória Brasil,1663,19,81,9
SP,Votorantim,87255,5234,8809,11
SP,Votuporanga,68980,2930,3576,15
SP,Zacarias,2576,18,73,9
